# BOBA Playbook pHash index — generated by scripts/build_phash_index.py
# Cards: 8221 · Format: bobaId|<16-hex-char> (LSB-first 64-bit pHash)
# Browser-side hash MUST stay in sync with computeFramePhash in js/app.js.
MIX-545-Goofin' Off-Mixtape Battlefoil-Adrián Beltré Debut-STEEL|7017c2a1ed27655d
MIX-546-Mr. October-Mixtape Battlefoil-Reggie Jackson Debut-STEEL|5079c021fb5f2575
MIX-547-Tigre-Mixtape Battlefoil-Miguel Cabrera Unmasked-STEEL|505dc0a1ed27e55d
MIX-548-Senior-Mixtape Battlefoil-Ken Griffey Sr. Debut-STEEL|5429b081e37d9d57
MIX-549-Ramponage-Mixtape Battlefoil-Christie Pearce Rampone Debut-STEEL|505fe889bd4f4531
MIX-55-Chicken Man-Mixtape Battlefoil-Wade Boggs Debut-GLOW|5447c223e73d0d57
MIX-55-Joystick-Mixtape Battlefoil-Dante Hall Debut-HEX|583d8101edb7355d
MIX-550-Fingers-Mixtape Battlefoil-Rollie Fingers Debut-STEEL|50cdc821f98f8577
MIX-551-Gator-Mixtape Battlefoil-Steve Spurrier Debut-STEEL|707dc881f13d2557
MIX-552-ECKS-Mixtape Battlefoil-Dennis Eckersley Debut-STEEL|32c3d809e70f8d5b
MIX-553-All day-Mixtape Battlefoil-Adrian Peterson Debut-STEEL|5057a009ff3d855d
MIX-554-Smoltzie-Mixtape Battlefoil-John Smoltz Debut-STEEL|503fe821f90d875d
MIX-555-Pudge-Mixtape Battlefoil-Carlton Fisk Debut-STEEL|d04da0a1db2f6753
MIX-556-Vlad the Impaler-Mixtape Battlefoil-Vladimir Guerrero Sr. Debut-STEEL|507fe029eb0d0d57
MIX-557-Billhook-Mixtape Battlefoil-Chauncey Billups Debut-STEEL|507fc009f91f8d55
MIX-558-Mull & Bones-Mixtape Battlefoil-Chris Mullin Debut-STEEL|545dc129e71d2d53
MIX-559-Bells-Mixtape Battlefoil-George Bell Debut-STEEL|5065c129efb5615d
MIX-56-HowBout'em-Mixtape Battlefoil-Jimmy Johnson Debut-GLOW|56c9a029ed17437d
MIX-56-Perkolator-Mixtape Battlefoil-Sam Perkins Debut-HEX|141dc1897f618d5f
MIX-560-Rainestorm-Mixtape Battlefoil-Tim Raines Debut-STEEL|416fd009edb9855d
MIX-561-The Red Baron-Mixtape Battlefoil-Rick Sutcliffe Debut-STEEL|504dc091fd2f8d5d
MIX-562-JAW-JAW-Mixtape Battlefoil-Ron Jaworski Debut-STEEL|d26d2101fbd98d55
MIX-563-Gar-Mixtape Battlefoil-Edgar Martinez Debut-STEEL|705fc001f98d877d
MIX-564-JPEG-Mixtape Battlefoil-Jessica Pegula Debut-STEEL|565f6829dd2d0555
MIX-565-Captain Hook-Mixtape Battlefoil-Jack Morris Debut-STEEL|d43da089f9330d5d
MIX-566-Hambone-Mixtape Battlefoil-Jack Ham Debut-STEEL|161f4929f5ad0d55
MIX-567-Highway to Helton-Mixtape Battlefoil-Todd Helton Debut-STEEL|505dc901f727c55d
MIX-568-Tommy G-Mixtape Battlefoil-Tom Glavine Debut-STEEL|544fa121ff0f055d
MIX-569-Herro-Mixtape Battlefoil-Tyler Herro Debut-STEEL|502dc161ed1d755d
MIX-57-Ante-de-something T-Mixtape Battlefoil-Thanasis Antetokounmpo Debut-HEX|107dd029ed87a55d
MIX-57-Sea-Largent-Mixtape Battlefoil-Steve Largent Debut-GLOW|546de001ff1f055d
MIX-570-Bern Baby, Bern-Mixtape Battlefoil-Bernie Williams Debut-STEEL|50cd4921ef0dad57
MIX-571-Altitude-Mixtape Battlefoil-Jozy Altidore Debut-STEEL|525dc089db3d2d53
MIX-572-Eraser-Mixtape Battlefoil-Alysha Clark Debut-STEEL|047dc101f72dcd5d
MIX-573-Belladonna-Mixtape Battlefoil-Elena Delle Donne Debut-STEEL|506dc181edad355d
MIX-574-Shells-Mixtape Battlefoil-Donnie Shell Debut-STEEL|503da061edcd6557
MIX-575-Boston Strongboy-Mixtape Battlefoil-Jim Rice Debut-STEEL|540f82a1f9ed055f
MIX-576-Walk The Plank-Mixtape Battlefoil-Doug Plank Debut-STEEL|1447c2a9bd97075d
MIX-577-Robin Hood-Mixtape Battlefoil-Robin Yount Debut-STEEL|d00de8298b3de557
MIX-578-Santa-Moss-Mixtape Battlefoil-Santana Moss Debut-STEEL|504fc181fb2f0d5d
MIX-579-Joystick-Mixtape Battlefoil-Dante Hall Debut-STEEL|5c798003e73d315f
MIX-58-Ante-de something K-Mixtape Battlefoil-Kostas Antetokounmpo Debut-HEX|507dc021ef83a55f
MIX-58-Howietzer-Mixtape Battlefoil-Howie Long Debut-GLOW|5859e083e53d0d7d
MIX-580-Perkolator-Mixtape Battlefoil-Sam Perkins Debut-STEEL|507d8161ed995575
MIX-581-Ante-de-something T-Mixtape Battlefoil-Thanasis Antetokounmpo Debut-STEEL|542fc181fd2d855d
MIX-582-Ante-de something K-Mixtape Battlefoil-Kostas Antetokounmpo Debut-STEEL|506f2121ed87b55d
MIX-583-Ante-de-something A-Mixtape Battlefoil-Alex Antetokounmpo Debut-STEEL|d04de021ef8da55d
MIX-584-Mr. Clean-Mixtape Battlefoil-Steve Garvey Debut-STEEL|5037c189cdb7255d
MIX-585-Rollin'-Mixtape Battlefoil-Scott Rolen Debut-STEEL|98ade0217357a5b5
MIX-586-Game Over-Mixtape Battlefoil-Éric Gagné Debut-STEEL|70372081df2d4d5f
MIX-587-PG-D3-Mixtape Battlefoil-Pierre Garçon Debut-STEEL|502fc009fbafa559
MIX-588-Dunker-Mixtape Battlefoil-John Starks Debut-STEEL|507da101ed6d555d
MIX-589-Pauldron-Mixtape Battlefoil-Paula Badosa Debut-STEEL|706de001f78f0d5d
MIX-59-Ante-de-something A-Mixtape Battlefoil-Alex Antetokounmpo Debut-HEX|14dfc021ef89857d
MIX-59-Goggles-Mixtape Battlefoil-Eric Dickerson Debut-GLOW|5059c889f927a75d
MIX-590-Game Time-Mixtape Battlefoil-Jim Boeheim Debut-STEEL|501de0a1f35f8d59
MIX-591-Butterfly Sting-Mixtape Battlefoil-First Edition-STEEL|560fc909f537055d
MIX-592-Maverick-Mixtape Battlefoil-First Edition-STEEL|582dc081ff97a15d
MIX-593-Mad Scientist-Mixtape Battlefoil-First Edition-STEEL|566da121cf1d255d
MIX-594-Alexander the Great-Mixtape Battlefoil-First Edition-STEEL|504760a9cf31b55f
MIX-595-PB Buckets-Mixtape Battlefoil-First Edition-STEEL|d03d6089f30d8d77
MIX-596-Maverick-Mixtape Battlefoil-First Edition-STEEL|d425d280fb2d2d5d
MIX-597-Gaveler-Mixtape Battlefoil-2026 Edition-STEEL|504fa029fd2dc55d
MIX-598-Victory-Mixtape Battlefoil-2026 Edition-STEEL|5077c081f70d2d7b
MIX-599-Dijon-Mixtape Battlefoil-First Edition-STEEL|545de101ffad0955
MIX-60-Mr. Clean-Mixtape Battlefoil-Steve Garvey Debut-HEX|70dfe001edcd0575
MIX-60-Steady Eddie-Mixtape Battlefoil-Eddie George Debut-GLOW|506f9001edad6d5d
MIX-600-Crosbow-Mixtape Battlefoil-First Edition-STEEL|744fe921f1190d75
MIX-601-Warden-Mixtape Battlefoil-First Edition-STEEL|506da081f7136d7d
MIX-602-PB Buckets-Mixtape Battlefoil-First Edition-STEEL|527fe011e98d1575
MIX-603-Skuba-Mixtape Battlefoil-First Edition-STEEL|506fe081dd2725dd
MIX-604-Haliburst-Mixtape Battlefoil-First Edition-STEEL|d053a109fdbd0357
MIX-605-Dart-Board-Mixtape Battlefoil-First Edition-STEEL|50ed8089eda7917d
MIX-606-Dumper-Mixtape Battlefoil-First Edition-STEEL|7887c081fd2d875b
MIX-607-Switchblade-Mixtape Battlefoil-First Edition-STEEL|943da081f91f0d5f
MIX-608-Cupid-Mixtape Battlefoil-2026 Edition-STEEL|521de089f3b3855d
MIX-609-Air Ace-Mixtape Battlefoil-First Edition-STEEL|586da001ed87cb7d
MIX-61-Rollin'-Mixtape Battlefoil-Scott Rolen Debut-HEX|5c69a121f5992757
MIX-61-X.L.-Mixtape Battlefoil-Xavier Legette Alpha Update-GLOW|526d4889f92da557
MIX-610-Maxed Out-Mixtape Battlefoil-First Edition-STEEL|505be0a1fd4d8d59
MIX-611-King Tuck-Mixtape Battlefoil-First Edition-STEEL|547f8189ed2b095d
MIX-612-Macho-Mixtape Battlefoil-First Edition-STEEL|507dc081fd3d855d
MIX-613-Gladiator-Mixtape Battlefoil-First Edition-STEEL|74fdc001f92d0d5d
MIX-614-BrockNess-Mixtape Battlefoil-First Edition-STEEL|581fa049c33d3577
MIX-615-Fungi-Mixtape Battlefoil-2026 Edition-STEEL|547de281ed23855d
MIX-616-Wattage-Mixtape Battlefoil-First Edition-STEEL|4857c821fd3d2759
MIX-617-Gunner-Mixtape Battlefoil-First Edition-STEEL|601ec081cfef3d55
MIX-618-Marksman-Mixtape Battlefoil-First Edition-STEEL|582dc229fd274d59
MIX-619-D-Harp-Mixtape Battlefoil-First Edition-STEEL|5437c329b9856557
MIX-62-Game Over-Mixtape Battlefoil-Éric Gagné Debut-HEX|f04d2081df9d5557
MIX-62-Pet Dog-Mixtape Battlefoil-Ethan Petry Debut-GLOW|187d0809ef1fe175
MIX-620-Jeanetic-Mixtape Battlefoil-First Edition-STEEL|509da829c767855f
MIX-621-Doublecheck-Mixtape Battlefoil-2026 Edition-STEEL|506fc089ed27655d
MIX-622-Caliber-Mixtape Battlefoil-2026 Edition-STEEL|5039e085ed6d8d5d
MIX-623-Escape Artist-Mixtape Battlefoil-First Edition-STEEL|507dc021ed6d655d
MIX-624-J-Cam-Mixtape Battlefoil-First Edition-STEEL|5859e089f9a78579
MIX-625-Generator-Mixtape Battlefoil-First Edition-STEEL|507f6081f959a55d
MIX-626-Tattoo-Mixtape Battlefoil-2026 Edition-STEEL|507dc821ed1d875d
MIX-627-Brawn-Mixtape Battlefoil-First Edition-STEEL|503dc189e971a55f
MIX-628-Cicada-Mixtape Battlefoil-First Edition-STEEL|5c872129f95f25d1
MIX-629-Courthouse-Mixtape Battlefoil-First Edition-STEEL|500ff009ef19cd75
MIX-63-PG-D3-Mixtape Battlefoil-Pierre Garçon Debut-HEX|106fd809fda1655d
MIX-63-Windmill-Mixtape Battlefoil-Dominique Wilkins Debut-GLOW|584fe0a1e73d0557
MIX-630-Bandelero-Mixtape Battlefoil-2026 Edition-STEEL|5067e029f79b095d
MIX-631-Kettle-Bell-Mixtape Battlefoil-First Edition-STEEL|5037e189ed898d5d
MIX-632-JacHammer-Mixtape Battlefoil-First Edition-STEEL|507dc029678f9579
MIX-633-BaldWing-Mixtape Battlefoil-First Edition-STEEL|d48dc009f9398d5f
MIX-634-Rook-Mixtape Battlefoil-First Edition-STEEL|543dc109f3cd8d55
MIX-635-Camera-Mixtape Battlefoil-First Edition-STEEL|702dc009db67ad5d
MIX-636-Homestead-Mixtape Battlefoil-First Edition-STEEL|543dc101f30dad5f
MIX-637-Scary-Mixtape Battlefoil-First Edition-STEEL|545de201f96d255d
MIX-638-Canine-Mixtape Battlefoil-First Edition-STEEL|504f8821cdcda75f
MIX-639-Superbaby-Mixtape Battlefoil-2026 Edition-STEEL|7487c823d34d2dd9
MIX-64-Boom-Mixtape Battlefoil-Boomer Esiason Debut-GLOW|5827c209ed9d8377
MIX-64-Dunker-Mixtape Battlefoil-John Starks Debut-HEX|547dc021ed2d6557
MIX-640-Javalanche-Mixtape Battlefoil-2026 Edition-STEEL|503fc009e7ab1d75
MIX-641-Wild Bill-Mixtape Battlefoil-First Edition-STEEL|50eba011fc2da55f
MIX-642-Thorn-Mixtape Battlefoil-First Edition-STEEL|503fc101fbc9857d
MIX-643-Chiller-Mixtape Battlefoil-First Edition-STEEL|581b6180f9ed8779
MIX-644-Zephyr-Mixtape Battlefoil-First Edition-STEEL|b04b18a1e33d3d5d
MIX-645-Lumber-Mixtape Battlefoil-First Edition-STEEL|507fc009ed39c55d
MIX-646-Golden Bullet-Mixtape Battlefoil-First Edition-STEEL|5839e019f5870d7d
MIX-647-Ozzmosis-Mixtape Battlefoil-First Edition-STEEL|501fa101edeb2d5d
MIX-648-DeKap-Mixtape Battlefoil-First Edition-STEEL|905d0981fd3d85d7
MIX-649-Bell-Camp-Mixtape Battlefoil-First Edition-STEEL|d07b08a1af5de117
MIX-65-Cameleon-Mixtape Battlefoil-Cameron Brink Debut-GLOW|146dc0097b9fa579
MIX-65-Pauldron-Mixtape Battlefoil-Paula Badosa Debut-HEX|143de109eda31d5d
MIX-650-Bangford-Mixtape Battlefoil-First Edition-STEEL|567dc109f90f2559
MIX-651-Forcefield-Mixtape Battlefoil-First Edition-STEEL|c83714c1f11d8d7d
MIX-652-Amoeba-Mixtape Battlefoil-First Edition-STEEL|505d60a1db0d3d5f
MIX-653-Action-Mixtape Battlefoil-2026 Edition-STEEL|5c5ff021c52d2557
MIX-654-Go-Cart-Mixtape Battlefoil-First Edition-STEEL|523db081ed27c55d
MIX-655-Castler-Mixtape Battlefoil-First Edition-STEEL|507fc101ed2d475d
MIX-656-Bojax-Mixtape Battlefoil-2026 Founding Hero-BRAWL|1067c809ed8fcd75
MIX-657-The Kid-Mixtape Battlefoil-Cover Hero-BRAWL|507dc101dd2de55d
MIX-658-Dr. J-Mixtape Battlefoil-Julius Erving Debut-BRAWL|405da181fbad457d
MIX-659-Freakshow-Mixtape Battlefoil-Giannis Antetokounmpo Unmasked-BRAWL|14572929ff0bc555
MIX-66-Curaçao Kid-Mixtape Battlefoil-Anduw Jones Debut-GLOW|504fc481e96f8d5d
MIX-66-Game Time-Mixtape Battlefoil-Jim Boeheim Debut-HEX|509d6021fdcf855d
MIX-660-Cruze Control-Mixtape Battlefoil-Elly De La Cruz Unmasked-BRAWL|58798181f74d6d33
MIX-661-Burner-Mixtape Battlefoil-Jalen Brunson Unmasked-BRAWL|485de181e72d955d
MIX-662-Unanimous Sandman-Mixtape Battlefoil-Mariano Rivera Debut-BRAWL|50dfc021fd8d0d57
MIX-663-Gigante-Mixtape Battlefoil-Pedro Martínez Debut-BRAWL|30ddc901e787c575
MIX-664-Cousin-Mixtape Battlefoil-Randy Quaid Debut-BRAWL|507fe089ed2d1553
MIX-665-Rocket-Mixtape Battlefoil-Roger Clemens Debut-BRAWL|505f6881ef0d3557
MIX-666-Troy of Dallas-Mixtape Battlefoil-Troy Aikman Debut-BRAWL|506ba1297d17857d
MIX-667-Cheryl Bomb-Mixtape Battlefoil-Cheryl Miller Debut-BRAWL|505d6189f9278d5d
MIX-668-Nice Game Pretty Boy-Mixtape Battlefoil-Keith Hernández Debut-BRAWL|905de029f9a7055f
MIX-669-Big Papi-Mixtape Battlefoil-David Ortiz Debut-BRAWL|50f90819eb2dd55d
MIX-67-Butterfly Sting-Mixtape Battlefoil-First Edition-HEX|505fe081fd69455d
MIX-67-Sterling-Mixtape Battlefoil-Sterling Sharpe Debut-GLOW|d20708a9e76d2577
MIX-670-King Felix-Mixtape Battlefoil-Félix Hernández Debut-BRAWL|505d80a1ed2d757d
MIX-671-Peppers-Mixtape Battlefoil-Julius Peppers Debut-BRAWL|d05968a1fd0f4575
MIX-672-King Henrik-Mixtape Battlefoil-Henrik Lundqvist Debut-BRAWL|505ba101ed8f1d7d
MIX-673-Destroya-Mixtape Battlefoil-Patrick Ewing Debut-BRAWL|70cf8821f92d155f
MIX-674-Big Geo-Mixtape Battlefoil-Craig Biggio Debut-BRAWL|54c7c921c78d3d53
MIX-675-Bags-Mixtape Battlefoil-Jeff Bagwell Debut-BRAWL|507de0a1f78d4559
MIX-676-Goofin' Off-Mixtape Battlefoil-Adrián Beltré Debut-BRAWL|50ddc801e76d2d57
MIX-677-Mr. October-Mixtape Battlefoil-Reggie Jackson Debut-BRAWL|507dc081fd2d6557
MIX-678-Tigre-Mixtape Battlefoil-Miguel Cabrera Unmasked-BRAWL|107d8181e7a7e55d
MIX-679-Senior-Mixtape Battlefoil-Ken Griffey Sr. Debut-BRAWL|5079a081fb6d4d57
MIX-68-Caveman-Mixtape Battlefoil-Johnny Damon Debut-GLOW|162be081d33bad5d
MIX-68-Maverick-Mixtape Battlefoil-First Edition-HEX|1477c109ed878d5d
MIX-680-Ramponage-Mixtape Battlefoil-Christie Pearce Rampone Debut-BRAWL|505788c9ed0d5775
MIX-681-Fingers-Mixtape Battlefoil-Rollie Fingers Debut-BRAWL|50cfc821f18d8d77
MIX-682-Gator-Mixtape Battlefoil-Steve Spurrier Debut-BRAWL|506de001fd875d5d
MIX-683-ECKS-Mixtape Battlefoil-Dennis Eckersley Debut-BRAWL|9079e101ed8d157f
MIX-684-All day-Mixtape Battlefoil-Adrian Peterson Debut-BRAWL|50cf2881f72dd559
MIX-685-Smoltzie-Mixtape Battlefoil-John Smoltz Debut-BRAWL|d0e7c021fb0d255f
MIX-686-Pudge-Mixtape Battlefoil-Carlton Fisk Debut-BRAWL|515d2881db0f7753
MIX-687-Vlad the Impaler-Mixtape Battlefoil-Vladimir Guerrero Sr. Debut-BRAWL|70db4921eb0d355b
MIX-688-Billhook-Mixtape Battlefoil-Chauncey Billups Debut-BRAWL|105fe821f98d455f
MIX-689-Mull & Bones-Mixtape Battlefoil-Chris Mullin Debut-BRAWL|505f88816d2d9d5f
MIX-69-Lady Magic-Mixtape Battlefoil-Nancy Lieberman Debut-GLOW|5033c029e58fcd7d
MIX-69-Mad Scientist-Mixtape Battlefoil-First Edition-HEX|506f7881c72d2d5d
MIX-690-Bells-Mixtape Battlefoil-George Bell Debut-BRAWL|506da1a1fb0f855d
MIX-691-Rainestorm-Mixtape Battlefoil-Tim Raines Debut-BRAWL|24edc418fdad415d
MIX-692-The Red Baron-Mixtape Battlefoil-Rick Sutcliffe Debut-BRAWL|50dbc121fd8d0d57
MIX-693-JAW-JAW-Mixtape Battlefoil-Ron Jaworski Debut-BRAWL|50652121ffb9855f
MIX-694-Gar-Mixtape Battlefoil-Edgar Martinez Debut-BRAWL|505d2021f78dcd77
MIX-695-JPEG-Mixtape Battlefoil-Jessica Pegula Debut-BRAWL|52c76921cb2d3557
MIX-696-Captain Hook-Mixtape Battlefoil-Jack Morris Debut-BRAWL|507da009ed2d4d5f
MIX-697-Hambone-Mixtape Battlefoil-Jack Ham Debut-BRAWL|441de309f9a78d59
MIX-698-Highway to Helton-Mixtape Battlefoil-Todd Helton Debut-BRAWL|105d41217f3dc5dd
MIX-699-Tommy G-Mixtape Battlefoil-Tom Glavine Debut-BRAWL|58eda011d3a72d5d
MIX-70-Alexander the Great-Mixtape Battlefoil-First Edition-HEX|865f7881e3258d57
MIX-70-Hoge-Ball-Mixtape Battlefoil-Merril Hoge Debut-GLOW|506fa029f99f8555
MIX-700-Herro-Mixtape Battlefoil-Tyler Herro Debut-BRAWL|505dc121ed8d5577
MIX-701-Bern Baby, Bern-Mixtape Battlefoil-Bernie Williams Debut-BRAWL|107da1a1ed2d955d
MIX-702-Altitude-Mixtape Battlefoil-Jozy Altidore Debut-BRAWL|524f8039f92f2d53
MIX-703-Eraser-Mixtape Battlefoil-Alysha Clark Debut-BRAWL|147ba141edad5555
MIX-704-Belladonna-Mixtape Battlefoil-Elena Delle Donne Debut-BRAWL|507dc181fd2d351b
MIX-705-Shells-Mixtape Battlefoil-Donnie Shell Debut-BRAWL|50df8021fd8d455f
MIX-706-Boston Strongboy-Mixtape Battlefoil-Jim Rice Debut-BRAWL|505fa109eda7155d
MIX-707-Walk The Plank-Mixtape Battlefoil-Doug Plank Debut-BRAWL|505d68a1ed8d1577
MIX-708-Robin Hood-Mixtape Battlefoil-Robin Yount Debut-BRAWL|d0cd2881cfad3557
MIX-709-Santa-Moss-Mixtape Battlefoil-Santana Moss Debut-BRAWL|505d60a1df0d3d57
MIX-71-InVinceable-Mixtape Battlefoil-Vince Young Debut-GLOW|501d98a1ef3d895d
MIX-71-PB Buckets-Mixtape Battlefoil-First Edition-HEX|864d20a1fd59197f
MIX-710-Joystick-Mixtape Battlefoil-Dante Hall Debut-BRAWL|587dc00167b74d5d
MIX-711-Perkolator-Mixtape Battlefoil-Sam Perkins Debut-BRAWL|506d8161ed8d5d75
MIX-712-Ante-de-something T-Mixtape Battlefoil-Thanasis Antetokounmpo Debut-BRAWL|106f6099fd25c55d
MIX-713-Ante-de something K-Mixtape Battlefoil-Kostas Antetokounmpo Debut-BRAWL|445d8181efa7955d
MIX-714-Ante-de-something A-Mixtape Battlefoil-Alex Antetokounmpo Debut-BRAWL|1c17c129fd8d0577
MIX-715-Mr. Clean-Mixtape Battlefoil-Steve Garvey Debut-BRAWL|50d7a181ed8d5771
MIX-716-Rollin'-Mixtape Battlefoil-Scott Rolen Debut-BRAWL|98cde121731f8575
MIX-717-Game Over-Mixtape Battlefoil-Éric Gagné Debut-BRAWL|f05f2081cd2d7557
MIX-718-PG-D3-Mixtape Battlefoil-Pierre Garçon Debut-BRAWL|5059c121fd2f4d5d
MIX-719-Dunker-Mixtape Battlefoil-John Starks Debut-BRAWL|505da1c1ed2d555d
MIX-72-Maverick-Mixtape Battlefoil-First Edition-HEX|586de009ed256757
MIX-72-Slash-Mixtape Battlefoil-Kordell Stewart Debut-GLOW|f40fa8a1c33d4557
MIX-720-Pauldron-Mixtape Battlefoil-Paula Badosa Debut-BRAWL|707d8001fd8f1d5d
MIX-721-Game Time-Mixtape Battlefoil-Jim Boeheim Debut-BRAWL|505d6121f78f8579
MIX-722-Butterfly Sting-Mixtape Battlefoil-First Edition-BRAWL|105fe189fda5055d
MIX-723-Maverick-Mixtape Battlefoil-First Edition-BRAWL|507d0021fd8fcd5d
MIX-724-Mad Scientist-Mixtape Battlefoil-First Edition-BRAWL|105de821f78d2d5d
MIX-725-Alexander the Great-Mixtape Battlefoil-First Edition-BRAWL|d05fe1896527155d
MIX-726-PB Buckets-Mixtape Battlefoil-First Edition-BRAWL|c27d6881f30d8d73
MIX-727-Maverick-Mixtape Battlefoil-First Edition-BRAWL|50678989dd2d6557
MIX-728-Gaveler-Mixtape Battlefoil-2026 Edition-BRAWL|504fc001fd2dbd5d
MIX-729-Victory-Mixtape Battlefoil-2026 Edition-BRAWL|715f88a1e52d9553
MIX-73-Gaveler-Mixtape Battlefoil-2026 Edition-HEX|504f8201ed6d6d7d
MIX-73-Tikoff-Mixtape Battlefoil-Fred Biletnikoff Debut-GLOW|544f8009ff6f055d
MIX-730-Dijon-Mixtape Battlefoil-First Edition-BRAWL|d04f2081cf2d2ddf
MIX-731-Crosbow-Mixtape Battlefoil-First Edition-BRAWL|704f8821f31f1d75
MIX-732-Warden-Mixtape Battlefoil-First Edition-BRAWL|5069a091e9ade55f
MIX-733-PB Buckets-Mixtape Battlefoil-First Edition-BRAWL|91d9682169af9d59
MIX-734-Skuba-Mixtape Battlefoil-First Edition-BRAWL|125fe121d92765d9
MIX-735-Haliburst-Mixtape Battlefoil-First Edition-BRAWL|5079a0c1edbd1755
MIX-736-Dart-Board-Mixtape Battlefoil-First Edition-BRAWL|185d2cb1dd0de15d
MIX-737-Dumper-Mixtape Battlefoil-First Edition-BRAWL|507d8131ff6d0559
MIX-738-Switchblade-Mixtape Battlefoil-First Edition-BRAWL|54758101eda95d5f
MIX-739-Cupid-Mixtape Battlefoil-2026 Edition-BRAWL|125de901d7b30d5d
MIX-74-Bone-Mixtape Battlefoil-Jay Buhner Debut-GLOW|548de061fd9f015d
MIX-74-Victory-Mixtape Battlefoil-2026 Edition-HEX|1075c181f16fad5b
MIX-740-Air Ace-Mixtape Battlefoil-First Edition-BRAWL|507d6181ed89655f
MIX-741-Maxed Out-Mixtape Battlefoil-First Edition-BRAWL|501fa0814f3db55f
MIX-742-King Tuck-Mixtape Battlefoil-First Edition-BRAWL|547de181fd23055d
MIX-743-Macho-Mixtape Battlefoil-First Edition-BRAWL|5079a081e7ad995f
MIX-744-Gladiator-Mixtape Battlefoil-First Edition-BRAWL|50fdc101ed8d255f
MIX-745-BrockNess-Mixtape Battlefoil-First Edition-BRAWL|585b21217727d55d
MIX-746-Fungi-Mixtape Battlefoil-2026 Edition-BRAWL|587fc081e7252577
MIX-747-Wattage-Mixtape Battlefoil-First Edition-BRAWL|5077e001ddad6557
MIX-748-Gunner-Mixtape Battlefoil-First Edition-BRAWL|105ba089cfadb557
MIX-749-Marksman-Mixtape Battlefoil-First Edition-BRAWL|706d8989edad115d
MIX-75-Dijon-Mixtape Battlefoil-First Edition-HEX|14dfe021eba92d55
MIX-75-Kurse-Mixtape Battlefoil-Jevon Kearse Debut-GLOW|546dc001bdbb695d
MIX-750-D-Harp-Mixtape Battlefoil-First Edition-BRAWL|1059c1e9ed87555d
MIX-751-Jeanetic-Mixtape Battlefoil-First Edition-BRAWL|106de081f96f255f
MIX-752-Doublecheck-Mixtape Battlefoil-2026 Edition-BRAWL|9059e009fdad255f
MIX-753-Caliber-Mixtape Battlefoil-2026 Edition-BRAWL|504fe081fdad855d
MIX-754-Escape Artist-Mixtape Battlefoil-First Edition-BRAWL|505de041eded155d
MIX-755-J-Cam-Mixtape Battlefoil-First Edition-BRAWL|505de101fdad4557
MIX-756-Generator-Mixtape Battlefoil-First Edition-BRAWL|505d21a1ed2d3d5d
MIX-757-Tattoo-Mixtape Battlefoil-2026 Edition-BRAWL|545d619169a7955d
MIX-758-Brawn-Mixtape Battlefoil-First Edition-BRAWL|50df6181ed29955d
MIX-759-Cicada-Mixtape Battlefoil-First Edition-BRAWL|58cb2831d7cd25d3
MIX-76-Crosbow-Mixtape Battlefoil-First Edition-HEX|405da081edaf1d7d
MIX-76-Deep Freeze-Mixtape Battlefoil-George Gervin Debut-GLOW|5009a083ff3d6d57
MIX-760-Courthouse-Mixtape Battlefoil-First Edition-BRAWL|505da109fda9457d
MIX-761-Bandelero-Mixtape Battlefoil-2026 Edition-BRAWL|c03dc121ff83355d
MIX-762-Kettle-Bell-Mixtape Battlefoil-First Edition-BRAWL|587d8101e727257f
MIX-763-JacHammer-Mixtape Battlefoil-First Edition-BRAWL|10f3c029f90fb55b
MIX-764-BaldWing-Mixtape Battlefoil-First Edition-BRAWL|50e58801f32f6d5f
MIX-765-Rook-Mixtape Battlefoil-First Edition-BRAWL|597780a1e94f4575
MIX-766-Camera-Mixtape Battlefoil-First Edition-BRAWL|107de089ed8d0d77
MIX-767-Homestead-Mixtape Battlefoil-First Edition-BRAWL|523de905f30d2d53
MIX-768-Scary-Mixtape Battlefoil-First Edition-BRAWL|d05de101e9a7355d
MIX-769-Canine-Mixtape Battlefoil-First Edition-BRAWL|703f0981cd89755f
MIX-77-Warden-Mixtape Battlefoil-First Edition-HEX|1849e193f72d2575
MIX-77-Woody-Mixtape Battlefoil-Darren Woodson Debut-GLOW|54cfc009f72f095d
MIX-770-Superbaby-Mixtape Battlefoil-2026 Edition-BRAWL|546dc981f7250d5d
MIX-771-Javalanche-Mixtape Battlefoil-2026 Edition-BRAWL|507f8089eda90d5f
MIX-772-Wild Bill-Mixtape Battlefoil-First Edition-BRAWL|50cda021ef2d2d5f
MIX-773-Thorn-Mixtape Battlefoil-First Edition-BRAWL|507fe081edc90d57
MIX-774-Chiller-Mixtape Battlefoil-First Edition-BRAWL|584fc181e5ad4d5d
MIX-775-Zephyr-Mixtape Battlefoil-First Edition-BRAWL|c15da0c1cf2d555d
MIX-776-Lumber-Mixtape Battlefoil-First Edition-BRAWL|105f6081f92fe55d
MIX-777-Golden Bullet-Mixtape Battlefoil-First Edition-BRAWL|58798181fd29a55f
MIX-778-Ozzmosis-Mixtape Battlefoil-First Edition-BRAWL|505fc021f9ad655d
MIX-779-DeKap-Mixtape Battlefoil-First Edition-BRAWL|40790803ff6da5db
MIX-78-Coopanova-Mixtape Battlefoil-Cynthia Cooper Debut-GLOW|504fc1a1e79d195d
MIX-78-PB Buckets-Mixtape Battlefoil-First Edition-HEX|105fc009fd8d2d77
