# BOBA Playbook pHash index — generated by scripts/build_phash_index.py
# Cards: 8221 · Format: bobaId|<16-hex-char> (LSB-first 64-bit pHash)
# Browser-side hash MUST stay in sync with computeFramePhash in js/app.js.
CBF-92-Wattage-Colosseum Battlefoil-First Edition-HEX|8fb486dc279ec823
CBF-93-Gunner-Colosseum Battlefoil-First Edition-HEX|6e2d97d614b64839
CBF-94-Marksman-Colosseum Battlefoil-First Edition-HEX|36e44cb4c69eaaa3
CBF-95-D-Harp-Colosseum Battlefoil-First Edition-HEX|4de486b48ebc68ab
CBF-96-Jeanetic-Colosseum Battlefoil-First Edition-HEX|e31d87962cbe6069
CBF-97-Doublecheck-Colosseum Battlefoil-2026 Edition-HEX|9ba506b687b6688b
CBF-98-Caliber-Colosseum Battlefoil-2026 Edition-HEX|4fb4167ebc3640a9
CBF-99-Escape Artist-Colosseum Battlefoil-First Edition-HEX|0fe116b607b6e0ab
FT-87-King Tuck-Fire Tracks Battlefoil-First Edition-FIRE|321a8cb9e1d97927
GBF-100-J-Cam-Green Battlefoil-First Edition-GLOW|9809ecda79838775
GBF-100-Torque-Green Battlefoil-First Edition-GLOW|d029d363660ba97d
GBF-101-Generator-Green Battlefoil-First Edition-GLOW|5aa37283584bb55d
GBF-101-Risarcher-Green Battlefoil-First Edition-GLOW|1ea15e69610ba95f
GBF-102-Sarrtillery-Green Battlefoil-First Edition-GLOW|36891c69f90ba177
GBF-102-Tattoo-Green Battlefoil-2026 Edition-GLOW|b60369c969619757
GBF-103-Brawn-Green Battlefoil-First Edition-GLOW|b48d588b6961a55f
GBF-104-Cicada-Green Battlefoil-First Edition-GLOW|7207cce978c38975
GBF-105-Courthouse-Green Battlefoil-First Edition-GLOW|988d586367592977
GBF-106-Bandelero-Green Battlefoil-2026 Edition-GLOW|b20bd88969e3275d
GBF-107-Kettle-Bell-Green Battlefoil-First Edition-GLOW|78279203e2c93d7d
GBF-108-JacHammer-Green Battlefoil-First Edition-GLOW|d283694b690f9579
GBF-109-BaldWing-Green Battlefoil-First Edition-GLOW|768dca497869a157
GBF-110-Rook-Green Battlefoil-First Edition-GLOW|58295627b14b8df5
GBF-111-Camera-Green Battlefoil-First Edition-GLOW|322158c9d963addd
GBF-112-Homestead-Green Battlefoil-First Edition-GLOW|d825d3c1134bad75
GBF-113-Scary-Green Battlefoil-First Edition-GLOW|76c1dac3c20929f7
GBF-114-Canine-Green Battlefoil-First Edition-GLOW|71634a23c9c9365f
GBF-115-Superbaby-Green Battlefoil-2026 Edition-GLOW|7081f423d3692ddd
GBF-116-Javalanche-Green Battlefoil-2026 Edition-GLOW|cce7c28931631d75
GBF-117-Wild Bill-Green Battlefoil-First Edition-GLOW|7a614b39d80e21df
GBF-118-Thorn-Green Battlefoil-First Edition-GLOW|94175059ebc3356d
GBF-119-Chiller-Green Battlefoil-First Edition-GLOW|5829d323a68b69d7
GBF-120-Zephyr-Green Battlefoil-First Edition-GLOW|f0c93823c38b2d5f
GBF-121-Lumber-Green Battlefoil-First Edition-GLOW|302396c3c3cb2d7d
GBF-122-Golden Bullet-Green Battlefoil-First Edition-GLOW|5829c459e18b1f77
GBF-123-Ozzmosis-Green Battlefoil-First Edition-GLOW|7031d423f14b2ddd
GBF-124-DeKap-Green Battlefoil-First Edition-GLOW|580949e3f82d83df
GBF-125-Bell-Camp-Green Battlefoil-First Edition-GLOW|b0e13839c34b3cd7
GBF-126-Bangford-Green Battlefoil-First Edition-GLOW|16e94b693903ad57
GBF-127-Forcefield-Green Battlefoil-First Edition-GLOW|4ea37809c3b99d47
GBF-128-Amoeba-Green Battlefoil-First Edition-GLOW|f4c96383c849395f
GBF-129-Action-Green Battlefoil-2026 Edition-GLOW|c6037be14349bc57
GBF-13-Nice Game Pretty Boy-Green Battlefoil-Keith Hernández Debut-GLOW|d22d5869708b8d77
GBF-13-Thurmanator-Green Battlefoil-Thuman Thomas Debut-GLOW|b62372cb3223a95d
GBF-130-Go-Cart-Green Battlefoil-First Edition-GLOW|f22989a3604badd7
GBF-131-Castler-Green Battlefoil-First Edition-GLOW|6823794b990d177d
GBF-14-Big Papi-Green Battlefoil-David Ortiz Debut-GLOW|cced524b5303a575
GBF-14-Flutie-Green Battlefoil-Doug Flutie Debut-GLOW|9c89d869690ba377
GBF-14-HowBout'em-Green Battlefoil-Jimmy Johnson Debut-GLOW|568bb869381663f9
GBF-15-Green-Machine-Green Battlefoil-Jalen Green Debut-GLOW|4c29f0c33333a577
GBF-15-King Felix-Green Battlefoil-Félix Hernández Debut-GLOW|f0698c4b29837b75
GBF-15-Sea-Largent-Green Battlefoil-Steve Largent Debut-GLOW|5e29f0a1694b295f
GBF-16-Howietzer-Green Battlefoil-Howie Long Debut-GLOW|7889f0c3617a897d
GBF-16-KAT-Green Battlefoil-Karl-Anthony Towns Debut-GLOW|34075e1b788b83d7
GBF-16-Peppers-Green Battlefoil-Julius Peppers Debut-GLOW|d2197829c9462df7
GBF-17-Goggles-Green Battlefoil-Eric Dickerson Debut-GLOW|7209d8a97127a75d
GBF-17-King Henrik-Green Battlefoil-Henrik Lundqvist Debut-GLOW|6c6b722978c98357
GBF-17-Mean-Joe-Green Battlefoil-Joe Greene Debut-GLOW|d6635a09cc4e3177
GBF-18-Chief-Green Battlefoil-Robert Parish Debut-GLOW|d623d84b69c92357
GBF-18-Destroya-Green Battlefoil-Patrick Ewing Debut-GLOW|588553e9c20bad7d
GBF-18-Steady Eddie-Green Battlefoil-Eddie George Debut-GLOW|f2239a4be80ba95d
GBF-19-Big Geo-Green Battlefoil-Craig Biggio Debut-GLOW|f4834961c3cc3d57
GBF-19-Thrill-Green Battlefoil-Will Clark Debut-GLOW|3c89c6033327addd
GBF-19-X.L.-Green Battlefoil-Xavier Legette Alpha Update-GLOW|16e15ec9d909a357
GBF-20-Bags-Green Battlefoil-Jeff Bagwell Debut-GLOW|9aad720bc3462d5d
GBF-20-Frostbite-Green Battlefoil-Trae Young Debut-GLOW|3ca9d80d18c3e97d
GBF-20-Pet Dog-Green Battlefoil-Ethan Petry Debut-GLOW|1ce15e0b690be1f5
GBF-21-Blockhale-Green Battlefoil-Kevin McHale Debut-GLOW|7003f6d38369295f
GBF-21-Goofin' Off-Green Battlefoil-Adrián Beltré Debut-GLOW|b8a746f90906e55d
GBF-21-Windmill-Green Battlefoil-Dominique Wilkins Debut-GLOW|d803f0e163d48d5f
GBF-22-Boom-Green Battlefoil-Boomer Esiason Debut-GLOW|38a3d2496c8ba377
GBF-22-Mr. October-Green Battlefoil-Reggie Jackson Debut-GLOW|f2a9c84b1207addd
GBF-22-Timmy-Green Battlefoil-Tim Brown Debut-GLOW|7c21f6e3a383095d
GBF-23-Cameleon-Green Battlefoil-Cameron Brink Debut-GLOW|3ea1c6e95986a179
GBF-23-Palmer-Green Battlefoil-Jim Palmer Debut-GLOW|9629584ba94ea377
GBF-23-Tigre-Green Battlefoil-Miguel Cabrera Unmasked-GLOW|72a992c96803e57f
GBF-24-Curaçao Kid-Green Battlefoil-Anduw Jones Debut-GLOW|72cdcc8961638d5d
GBF-24-Senior-Green Battlefoil-Ken Griffey Sr. Debut-GLOW|76693881634b8d77
GBF-24-Thighs Man-Green Battlefoil-Joe Theisman-GLOW|f42978494b0bad5d
GBF-25-Ramponage-Green Battlefoil-Christie Pearce Rampone Debut-GLOW|ca49e82b114bb5dd
GBF-25-Rodder-Green Battlefoil-Rod Smith Debut-GLOW|7423d969721389dd
GBF-25-Sterling-Green Battlefoil-Sterling Sharpe Debut-GLOW|d2832ca9c36e2577
GBF-26-Awesome Dawson-Green Battlefoil-Andre Dawson Debut-GLOW|b049d878dc0ba97d
GBF-26-Caveman-Green Battlefoil-Johnny Damon Debut-GLOW|360978a1d3132dfd
GBF-26-Fingers-Green Battlefoil-Rollie Fingers Debut-GLOW|b609f069390387df
GBF-27-Gator-Green Battlefoil-Steve Spurrier Debut-GLOW|f429c9c3f2090d5f
GBF-27-Lady Magic-Green Battlefoil-Nancy Lieberman Debut-GLOW|1a235e6961c68d7d
GBF-27-Line-Art-Green Battlefoil-Matt Leinart Debut-GLOW|7429f0896363a9dd
GBF-28-ECKS-Green Battlefoil-Dennis Eckersley Debut-GLOW|b2c35279c30e2dd3
GBF-28-Hoge-Ball-Green Battlefoil-Merril Hoge Debut-GLOW|5829f07979878375
GBF-28-Swoopes-Green Battlefoil-Sheryl Swoopes Debut-GLOW|36e3d823585aa35d
GBF-29-All day-Green Battlefoil-Adrian Peterson Debut-GLOW|fc037329d803877d
GBF-29-InVinceable-Green Battlefoil-Vince Young Debut-GLOW|7889dae3640b897d
GBF-29-Smoke-Green Battlefoil-Dave Stewart Debut-GLOW|f02dcc69389683db
GBF-30-Man of Steal-Green Battlefoil-Vince Coleman Debut-GLOW|98a3461bf8ec2973
GBF-30-Slash-Green Battlefoil-Kordell Stewart Debut-GLOW|b60778a1c32d3357
GBF-30-Smoltzie-Green Battlefoil-John Smoltz Debut-GLOW|488778a973678759
GBF-31-Pudge-Green Battlefoil-Carlton Fisk Debut-GLOW|d62152e9130badd7
GBF-31-Showtime-Green Battlefoil-First Edition-GLOW|f669da036123a17d
GBF-31-Tikoff-Green Battlefoil-Fred Biletnikoff Debut-GLOW|7483d299f0472d5d
GBF-32-Bone-Green Battlefoil-Jay Buhner Debut-GLOW|7c89f263d88121df
GBF-32-Matata-Green Battlefoil-First Edition-GLOW|f629d2636113897d
GBF-32-Vlad the Impaler-Green Battlefoil-Vladimir Guerrero Sr. Debut-GLOW|7227580bc9db855d
GBF-33-Billhook-Green Battlefoil-Chauncey Billups Debut-GLOW|ce2172c9c92b25d7
GBF-33-Gaveler-Green Battlefoil-First Edition-GLOW|f88150e36eaba157
GBF-33-Kurse-Green Battlefoil-Jevon Kearse Debut-GLOW|3ce5d0013ba3a97d
GBF-34-Burrocious-Green Battlefoil-First Edition-GLOW|5c89e166e10317fd
GBF-34-Deep Freeze-Green Battlefoil-George Gervin Debut-GLOW|5ca9f0a3d3382957
GBF-34-Mull & Bones-Green Battlefoil-Chris Mullin Debut-GLOW|768bf8896143897d
GBF-35-Bells-Green Battlefoil-George Bell Debut-GLOW|dc897263d909235f
GBF-35-Victory-Green Battlefoil-First Edition-GLOW|4cc95293f14b8977
GBF-35-Woody-Green Battlefoil-Darren Woodson Debut-GLOW|f8c1d219f207297d
GBF-36-Coopanova-Green Battlefoil-Cynthia Cooper Debut-GLOW|d225c1b3668c9977
GBF-36-Rainestorm-Green Battlefoil-Tim Raines Debut-GLOW|82671c39e4b319dd
GBF-36-Shrouded-Green Battlefoil-First Edition-GLOW|5ea998436d193375
GBF-37-Hard-Drive-Green Battlefoil-Tim Hardaway Debut-GLOW|f669528370270d77
GBF-37-Taze'em-Green Battlefoil-First Edition-GLOW|b02b4e437961a35f
GBF-37-The Red Baron-Green Battlefoil-Rick Sutcliffe Debut-GLOW|f2294ad9d0232ddd
GBF-38-BuckShot-Green Battlefoil-Buck Showalter Debut-GLOW|baa37249c903277d
GBF-38-Caliber-Green Battlefoil-First Edition-GLOW|94e9530368e9a35f
GBF-38-JAW-JAW-Green Battlefoil-Ron Jaworski Debut-GLOW|f229382742cba97d
GBF-39-C.C.-Green Battlefoil-First Edition-GLOW|5e2979a18643a377
GBF-39-Gar-Green Battlefoil-Edgar Martinez Debut-GLOW|644bd221618f8ff5
GBF-39-Haymaker-Green Battlefoil-Spencer Haywood Debut-GLOW|dc23ca2978cd8357
GBF-40-Doublecheck-Green Battlefoil-First Edition-GLOW|b8297ac9c94b8575
GBF-40-JPEG-Green Battlefoil-Jessica Pegula Debut-GLOW|f2837a61c90d25d7
GBF-40-Tank-Green Battlefoil-Bo Said So-GLOW|5ac3f421a4270bdf
GBF-41-COBRA-Green Battlefoil-First Edition-GLOW|f6293469cc2331d7
GBF-41-Captain Hook-Green Battlefoil-Jack Morris Debut-GLOW|922372cbd9232d5d
GBF-41-Cobra-Green Battlefoil-First Edition-GLOW|f2293c69cc2331d7
GBF-42-AJax-Green Battlefoil-First Edition-GLOW|9823f8eb6303895f
GBF-42-Cruze-Control-Green Battlefoil-First Edition-GLOW|f461564389d8395f
GBF-42-Hambone-Green Battlefoil-Jack Ham Debut-GLOW|7409d2b979470757
GBF-43-Highway to Helton-Green Battlefoil-Todd Helton Debut-GLOW|f8095b23e8418ddf
GBF-43-LeBoss-Green Battlefoil-First Edition-GLOW|988972ed984327f5
GBF-43-Processor-Green Battlefoil-First Edition-GLOW|164bdab969098377
GBF-44-Burner-Green Battlefoil-First Edition-GLOW|d609d62368c389fd
GBF-44-Merlomes-Green Battlefoil-First Edition-GLOW|5a09f0a95968a7d7
GBF-44-Tommy G-Green Battlefoil-Tom Glavine Debut-GLOW|5069f21ae9871f71
GBF-45-Chosen-Green Battlefoil-First Edition-GLOW|cc25b6c3436389dd
GBF-45-Cowboy-Green Battlefoil-First Edition-GLOW|d4074a2bb1c9a377
GBF-45-Herro-Green Battlefoil-Tyler Herro Debut-GLOW|b9a5856301cb7375
GBF-46-Bern Baby, Bern-Green Battlefoil-Bernie Williams Debut-GLOW|d22d784be0890df7
GBF-46-Midas-Green Battlefoil-First Edition-GLOW|7069f283666389dd
GBF-46-Yeti-Green Battlefoil-First Edition-GLOW|dc694819f4520bfd
GBF-47-Altitude-Green Battlefoil-Jozy Altidore Debut-GLOW|9e29dbc31921a557
GBF-47-Bison-Green Battlefoil-First Edition-GLOW|fc63d20be0832977
GBF-47-Tattoo-Green Battlefoil-First Edition-GLOW|76a1d283c96b255d
GBF-48-Eraser-Green Battlefoil-Alysha Clark Debut-GLOW|b48121d3d32caddd
GBF-48-Superbaby-Green Battlefoil-First Edition-GLOW|786949f1c6233957
GBF-48-Wargod-Green Battlefoil-First Edition-GLOW|74657229e14b89f5
GBF-49-Belladonna-Green Battlefoil-Elena Delle Donne Debut-GLOW|f421d3cb49213d57
GBF-49-Donny Buckets-Green Battlefoil-First Edition-GLOW|56c9622369169b7d
GBF-49-Jeesaw-Green Battlefoil-First Edition-GLOW|d223ecc91342addd
GBF-50-Shells-Green Battlefoil-Donnie Shell Debut-GLOW|9ea3c36d9003a57d
GBF-50-Tongue-Twister-Green Battlefoil-First Edition-GLOW|76c3da69602689dd
GBF-50-Warp-Green Battlefoil-First Edition-GLOW|1229cc3d78c387d7
GBF-51-Boston Strongboy-Green Battlefoil-Jim Rice Debut-GLOW|74099253d9e52d5d
GBF-51-Halo-Green Battlefoil-First Edition-GLOW|262958e3591ba35f
GBF-51-Harpoon-Green Battlefoil-First Edition-GLOW|96a178c3c3a1a95f
GBF-52-Eagle-Eye-Green Battlefoil-First Edition-GLOW|5c054c33795387f5
GBF-52-Mustang-Green Battlefoil-First Edition-GLOW|d80b72f9e02929d7
GBF-52-Walk The Plank-Green Battlefoil-Doug Plank Debut-GLOW|83874669b90e07f7
GBF-53-Jaybird-Green Battlefoil-First Edition-GLOW|5ea152632318f977
GBF-53-Robin Hood-Green Battlefoil-Robin Yount Debut-GLOW|f28378e1830ead5d
GBF-53-Turntable-Green Battlefoil-First Edition-GLOW|7829d663e106a57d
GBF-54-Bandelero-Green Battlefoil-First Edition-GLOW|3889da63434b2d77
GBF-54-J-Jetts-Green Battlefoil-First Edition-GLOW|52c370714b8db15f
GBF-54-Santa-Moss-Green Battlefoil-Santana Moss Debut-GLOW|ce21d2cd3063a95f
GBF-55-Joystick-Green Battlefoil-Dante Hall Debut-GLOW|ec23924b41b33d5d
GBF-55-Marverati-Green Battlefoil-First Edition-GLOW|39a1d2a3694ca95f
GBF-55-Merri-Go-Round-Green Battlefoil-First Edition-GLOW|5ee346c9d807a15d
GBF-56-Action-Green Battlefoil-First Edition-GLOW|5ca15a29e3490df7
GBF-56-Perkolator-Green Battlefoil-Sam Perkins Debut-GLOW|52699369e89b3175
GBF-56-Shystep-Green Battlefoil-First Edition-GLOW|962d620bf0e98b57
GBF-57-Ante-de-something T-Green Battlefoil-Thanasis Antetokounmpo Debut-GLOW|5c23da294943ad5f
GBF-57-Ram-Green Battlefoil-First Edition-GLOW|7c89f663898b2175
GBF-57-Vampire-Green Battlefoil-First Edition-GLOW|f24b2ca1d94b21f5
GBF-58-Ante-de something K-Green Battlefoil-Kostas Antetokounmpo Debut-GLOW|462d13a9e94395dd
GBF-58-Freakshow-Green Battlefoil-First Edition-GLOW|562bf189d2432d75
GBF-58-Jeeves-Green Battlefoil-First Edition-GLOW|9a2b72c343a3a95d
GBF-59-Ante-de-something A-Green Battlefoil-Alex Antetokounmpo Debut-GLOW|d62d931b49c92557
GBF-59-Carroller-Green Battlefoil-First Edition-GLOW|7e8398c9f03b21d5
GBF-59-Lightningrod-Green Battlefoil-First Edition-GLOW|9acbe061463b297d
GBF-60-Bayou-Green Battlefoil-First Edition-GLOW|5e29d24bc34329dd
GBF-60-Draco-Green Battlefoil-First Edition-GLOW|64215e2b1d87e17d
GBF-60-Mr. Clean-Green Battlefoil-Steve Garvey Debut-GLOW|f087622b390783fd
GBF-61-Cha-Ching-Green Battlefoil-First Edition-GLOW|f8a16c4e312383fd
GBF-61-McArmyKnife-Green Battlefoil-First Edition-GLOW|b623d869680f8377
GBF-61-Rollin'-Green Battlefoil-Scott Rolen Debut-GLOW|98a962234b53a5fd
GBF-62-Game Over-Green Battlefoil-Éric Gagné Debut-GLOW|f20378c39a2c2ddd
GBF-62-Tigre-Green Battlefoil-First Edition-GLOW|76c3dc21c30b2dd5
GBF-62-Time-Green Battlefoil-First Edition-GLOW|dc8932334c4ba377
GBF-63-Cheetah-Green Battlefoil-First Edition-GLOW|c3a9b403726d89d7
GBF-63-Fungi-Green Battlefoil-First Edition-GLOW|f84bda2146c3a15f
GBF-63-PG-D3-Green Battlefoil-Pierre Garçon Debut-GLOW|740bca79f9890357
GBF-64-Dunker-Green Battlefoil-John Starks Debut-GLOW|76299953614999f5
GBF-64-Spider-Green Battlefoil-First Edition-GLOW|b4cb7a03c95e21d5
GBF-64-Wild Beard-Green Battlefoil-First Edition-GLOW|926370c9c9cca977
GBF-65-Crews-Missle-Green Battlefoil-First Edition-GLOW|16696c697987817d
GBF-65-Pauldron-Green Battlefoil-Paula Badosa Debut-GLOW|f42de3616283197d
GBF-65-Shepherd-Green Battlefoil-First Edition-GLOW|d60d7839c90923f7
GBF-66-Game Time-Green Battlefoil-Jim Boeheim Debut-GLOW|d80b926d7893a95d
GBF-66-Ollie-Green Battlefoil-First Edition-GLOW|92837cc34349a75f
GBF-66-Unibrow-Green Battlefoil-First Edition-GLOW|7c09dcb3620b8977
GBF-67-Butterfly Sting-Green Battlefoil-First Edition-GLOW|320d59b969438f5d
GBF-67-Exterminaber-Green Battlefoil-First Edition-GLOW|1c896623392dc75f
GBF-67-Tank-Green Battlefoil-First Edition-GLOW|96637203cccca377
GBF-68-Bomber-Green Battlefoil-First Edition-GLOW|7c2992635383a57d
GBF-68-Grin-Green Battlefoil-First Edition-GLOW|be4b7089c903a37d
GBF-68-Maverick-Green Battlefoil-First Edition-GLOW|b2a95ae1c803addd
GBF-69-Bammer-Green Battlefoil-First Edition-GLOW|d2a1f0cbd8438d5d
GBF-69-Juice-Green Battlefoil-First Edition-GLOW|f68bda191883a17d
GBF-69-Mad Scientist-Green Battlefoil-First Edition-GLOW|92a96807db49a577
GBF-70-Alexander the Great-Green Battlefoil-First Edition-GLOW|866d580bc053bddd
GBF-70-Attak-Green Battlefoil-First Edition-GLOW|7ca3f2236483995d
GBF-70-Barreler-Green Battlefoil-First Edition-GLOW|f28b7c2370838377
GBF-71-ChetMate-Green Battlefoil-First Edition-GLOW|f6295849a223addd
GBF-71-Cupid-Green Battlefoil-First Edition-GLOW|4e89f223c9c1837f
GBF-71-PB Buckets-Green Battlefoil-First Edition-GLOW|f2697cc9520389f5
GBF-72-Javalanche-Green Battlefoil-First Edition-GLOW|5c236cc393a32d5d
GBF-72-Maverick-Green Battlefoil-First Edition-GLOW|1c2bf8c961239377
GBF-72-Phoenix-Green Battlefoil-First Edition-GLOW|16e978235a1ea557
GBF-73-Bionic-Green Battlefoil-First Edition-GLOW|e889580be2c7297f
GBF-73-Gaveler-Green Battlefoil-2026 Edition-GLOW|f0e5f061680b89df
GBF-73-Lieutenant-Green Battlefoil-First Edition-GLOW|7823d2e1692b09df
GBF-74-Snowbear-Green Battlefoil-First Edition-GLOW|e849d6e34913317d
GBF-74-Stitcher-Green Battlefoil-First Edition-GLOW|7223d643910e2dfd
GBF-74-Victory-Green Battlefoil-2026 Edition-GLOW|7823d38362493d5f
GBF-75-Boltage-Green Battlefoil-First Edition-GLOW|d2496c29d307a57d
GBF-75-Dijon-Green Battlefoil-First Edition-GLOW|1cc97223d383ad5d
GBF-75-Triple Threat-Green Battlefoil-First Edition-GLOW|5869b08b5a5a8d5f
GBF-76-BoJax-Green Battlefoil-Founding Hero-GLOW|b2237649c983e17d
GBF-76-Crosbow-Green Battlefoil-First Edition-GLOW|5827d2c9610bad77
GBF-76-Librarian-Green Battlefoil-First Edition-GLOW|f0add2035271a97d
GBF-77-Aeronaut-Green Battlefoil-First Edition-GLOW|7c8b3223e8c3a95d
GBF-77-Warden-Green Battlefoil-First Edition-GLOW|96c974a25303ad7d
GBF-78-PB Buckets-Green Battlefoil-First Edition-GLOW|12cb6c43692793dd
GBF-78-Sabotage-Green Battlefoil-First Edition-GLOW|3ca9720bc933a1dd
GBF-79-Mic'd Up-Green Battlefoil-First Edition-GLOW|34c3e44349fca557
GBF-79-Skuba-Green Battlefoil-First Edition-GLOW|f22962c963839977
GBF-80-Haliburst-Green Battlefoil-First Edition-GLOW|332bc64978a9a357
GBF-80-Jambox-Green Battlefoil-First Edition-GLOW|f623dc897203897d
GBF-81-Dart-Board-Green Battlefoil-First Edition-GLOW|4ea59659e887217d
GBF-81-Simon Says-Green Battlefoil-First Edition-GLOW|5c697603432cadd7
GBF-82-Dumper-Green Battlefoil-First Edition-GLOW|7aa153099c6923f7
GBF-82-Mr. Irrelevant-Green Battlefoil-First Edition-GLOW|d2896c21db4e29dd
GBF-83-Pantera-Green Battlefoil-First Edition-GLOW|5c4b78a3c3242d5f
GBF-83-Switchblade-Green Battlefoil-First Edition-GLOW|82e97441d1ab2d5f
GBF-84-Cupid-Green Battlefoil-2026 Edition-GLOW|dca17243c309add7
GBF-84-Rockstar-Green Battlefoil-First Edition-GLOW|762df803c2cd2975
GBF-85-Air Ace-Green Battlefoil-First Edition-GLOW|6023b05b6ca38bfd
GBF-85-Big-Z-Green Battlefoil-First Edition-GLOW|3689dc43792983d7
GBF-86-Clutch-Green Battlefoil-First Edition-GLOW|b409688b79e68757
GBF-86-Maxed Out-Green Battlefoil-First Edition-GLOW|5c03e3a368493df5
GBF-87-King Tuck-Green Battlefoil-First Edition-GLOW|761bd28179032d7d
GBF-87-PukaDot-Green Battlefoil-First Edition-GLOW|3289cc4b33278ddd
GBF-88-Macho-Green Battlefoil-First Edition-GLOW|322b3c49c1a3b3d7
GBF-88-Sprinkler-Green Battlefoil-First Edition-GLOW|d82362cbc6e1295f
GBF-89-Foxhole-Green Battlefoil-First Edition-GLOW|bc295343d82d23d7
GBF-89-Gladiator-Green Battlefoil-First Edition-GLOW|78a1424369cd9d5f
GBF-90-BrockNess-Green Battlefoil-First Edition-GLOW|491ba4c3726599dd
GBF-90-Thomstone-Green Battlefoil-First Edition-GLOW|76e396993809a177
GBF-91-Botto-Green Battlefoil-First Edition-GLOW|3c89d26361878bdd
GBF-91-Fungi-Green Battlefoil-2026 Edition-GLOW|7023d9896623ad77
GBF-92-Lawman-Green Battlefoil-First Edition-GLOW|d2e362a9c823a3dd
GBF-92-Wattage-Green Battlefoil-First Edition-GLOW|e9235869f806a75d
GBF-93-Barnacle-Green Battlefoil-First Edition-GLOW|fca35209f0c3897d
GBF-93-Gunner-Green Battlefoil-First Edition-GLOW|30cb4ca9c303bddd
GBF-94-Laviathan-Green Battlefoil-First Edition-GLOW|1a0bd6e37039895f
GBF-94-Marksman-Green Battlefoil-First Edition-GLOW|1689db6379890577
GBF-95-Breeze-Green Battlefoil-First Edition-GLOW|f82376c391032ddd
GBF-95-D-Harp-Green Battlefoil-First Edition-GLOW|542bb179ea4d01d7
GBF-96-Gravedigger-Green Battlefoil-First Edition-GLOW|962972cb4927b15d
GBF-96-Jeanetic-Green Battlefoil-First Edition-GLOW|1a866c395361ad5f
GBF-97-D-Hop-Green Battlefoil-First Edition-GLOW|f4c36e0b69898575
GBF-97-Doublecheck-Green Battlefoil-2026 Edition-GLOW|d229d2894867b5dd
GBF-98-Alien-Green Battlefoil-First Edition-GLOW|d2836623598ba75d
GBF-98-Caliber-Green Battlefoil-2026 Edition-GLOW|700de2619b612ddf
GBF-99-Escape Artist-Green Battlefoil-First Edition-GLOW|f82dc869484bb55d
GBF-99-Portalize-Green Battlefoil-First Edition-GLOW|3c897627c953255d
GGL-1-Bojax-Great Grandma's Linoleum Battlefoil-2026 Founding Hero-HEX|9e875e29688982f7
GGL-10-Rocket-Great Grandma's Linoleum Battlefoil-Roger Clemens Debut-HEX|d60d7ca1c6092a7f
GGL-100-J-Cam-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1c0776196aa38cfd
GGL-101-Generator-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1ee55a21c28bacd7
GGL-102-Tattoo-Great Grandma's Linoleum Battlefoil-2026 Edition-HEX|96c37c39688486f7
GGL-103-Brawn-Great Grandma's Linoleum Battlefoil-First Edition-HEX|7e65d6894e2502bd
GGL-104-Cicada-Great Grandma's Linoleum Battlefoil-First Edition-HEX|3487de2b60818ef7
GGL-105-Courthouse-Great Grandma's Linoleum Battlefoil-First Edition-HEX|bc8f56a1ce8182dd
GGL-106-Bandelero-Great Grandma's Linoleum Battlefoil-2026 Edition-HEX|36037e09eca342fd
GGL-107-Kettle-Bell-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9e8d5ca1c683227f
GGL-108-JacHammer-Great Grandma's Linoleum Battlefoil-First Edition-HEX|36c95e216e83a07f
GGL-109-BaldWing-Great Grandma's Linoleum Battlefoil-First Edition-HEX|36ed5e996422a0d7
GGL-11-Troy of Dallas-Great Grandma's Linoleum Battlefoil-Troy Aikman Debut-HEX|74675e296483827f
GGL-110-Rook-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9e6bd68563800e7d
GGL-111-Camera-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1e6ddca5e6830875
GGL-112-Homestead-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9e297ac9c286ac37
GGL-113-Scary-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1ead76b1cc2108fd
GGL-114-Canine-Great Grandma's Linoleum Battlefoil-First Edition-HEX|348f7a89cca1227f
GGL-115-Superbaby-Great Grandma's Linoleum Battlefoil-2026 Edition-HEX|3ee35c91c02c2ed7
GGL-116-Javalanche-Great Grandma's Linoleum Battlefoil-2026 Edition-HEX|34a7de296683827d
GGL-117-Wild Bill-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9c8d26b15ca782dd
GGL-118-Thorn-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1c2dde8766a00afd
GGL-119-Chiller-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9ec35a29e6830a7d
GGL-12-Cheryl Bomb-Great Grandma's Linoleum Battlefoil-Cheryl Miller Debut-HEX|b4a75e99522384bd
GGL-120-Zephyr-Great Grandma's Linoleum Battlefoil-First Edition-HEX|b6895c13c6ad2a5d
GGL-121-Lumber-Great Grandma's Linoleum Battlefoil-First Edition-HEX|9c67768926238a7d
GGL-122-Golden Bullet-Great Grandma's Linoleum Battlefoil-First Edition-HEX|1ce9f69362830a7d
GGL-123-Ozzmosis-Great Grandma's Linoleum Battlefoil-First Edition-HEX|188d7633da830edd
